image_path,label
C:/image forgery/real\Au_ind_30164.jpg,1
C:/image forgery/real\Au_ind_30165.jpg,1
C:/image forgery/real\Au_ind_30166.jpg,1
C:/image forgery/real\Au_ind_30167.jpg,1
C:/image forgery/real\Au_ind_30168.jpg,1
C:/image forgery/real\Au_ind_30169.jpg,1
C:/image forgery/real\Au_ind_30170.jpg,1
C:/image forgery/real\Au_ind_30171.jpg,1
C:/image forgery/real\Au_ind_30172.jpg,1
C:/image forgery/real\Au_ind_30173.jpg,1
C:/image forgery/real\Au_ind_30174.jpg,1
C:/image forgery/real\Au_ind_30175.jpg,1
C:/image forgery/real\Au_nat_00001.jpg,1
C:/image forgery/real\Au_nat_00002.jpg,1
C:/image forgery/real\Au_nat_00003.jpg,1
C:/image forgery/real\Au_nat_00004.jpg,1
C:/image forgery/real\Au_nat_00005.jpg,1
C:/image forgery/real\Au_nat_00006.jpg,1
C:/image forgery/real\Au_nat_00007.jpg,1
C:/image forgery/real\Au_nat_00008.jpg,1
C:/image forgery/real\Au_nat_00009.jpg,1
C:/image forgery/real\Au_nat_00010.jpg,1
C:/image forgery/real\Au_nat_00011.jpg,1
C:/image forgery/real\Au_nat_00012.jpg,1
C:/image forgery/real\Au_nat_00013.jpg,1
C:/image forgery/real\Au_nat_00014.jpg,1
C:/image forgery/real\Au_nat_00015.jpg,1
C:/image forgery/real\Au_nat_00016.jpg,1
C:/image forgery/real\Au_nat_00017.jpg,1
C:/image forgery/real\Au_nat_00018.jpg,1
C:/image forgery/real\Au_nat_00019.jpg,1
C:/image forgery/real\Au_nat_00020.jpg,1
C:/image forgery/real\Au_nat_00021.jpg,1
C:/image forgery/real\Au_nat_00022.jpg,1
C:/image forgery/real\Au_nat_00023.jpg,1
C:/image forgery/real\Au_nat_00024.jpg,1
C:/image forgery/real\Au_nat_00025.jpg,1
C:/image forgery/real\Au_nat_00026.jpg,1
C:/image forgery/real\Au_nat_00027.jpg,1
C:/image forgery/real\Au_nat_00028.jpg,1
C:/image forgery/real\Au_nat_00029.jpg,1
C:/image forgery/real\Au_nat_00030.jpg,1
C:/image forgery/real\Au_nat_00031.jpg,1
C:/image forgery/real\Au_nat_00032.jpg,1
C:/image forgery/real\Au_nat_00033.jpg,1
C:/image forgery/real\Au_nat_00034.jpg,1
C:/image forgery/real\Au_nat_00035.jpg,1
C:/image forgery/real\Au_nat_00036.jpg,1
C:/image forgery/real\Au_nat_00037.jpg,1
C:/image forgery/real\Au_nat_00038.jpg,1
C:/image forgery/real\Au_nat_00039.jpg,1
C:/image forgery/real\Au_nat_00040.jpg,1
C:/image forgery/real\Au_nat_00041.jpg,1
C:/image forgery/real\Au_nat_00042.jpg,1
C:/image forgery/real\Au_nat_00043.jpg,1
C:/image forgery/real\Au_nat_00044.jpg,1
C:/image forgery/real\Au_nat_00045.jpg,1
C:/image forgery/real\Au_nat_00046.jpg,1
C:/image forgery/real\Au_nat_00047.jpg,1
C:/image forgery/real\Au_nat_00048.jpg,1
C:/image forgery/real\Au_nat_00049.jpg,1
C:/image forgery/real\Au_nat_00050.jpg,1
C:/image forgery/real\Au_nat_00051.jpg,1
C:/image forgery/real\Au_nat_00052.jpg,1
C:/image forgery/real\Au_nat_00053.jpg,1
C:/image forgery/real\Au_nat_00054.jpg,1
C:/image forgery/real\Au_nat_00055.jpg,1
C:/image forgery/real\Au_nat_00056.jpg,1
C:/image forgery/real\Au_nat_00057.jpg,1
C:/image forgery/real\Au_nat_00058.jpg,1
C:/image forgery/real\Au_nat_00059.jpg,1
C:/image forgery/real\Au_nat_00060.jpg,1
C:/image forgery/real\Au_nat_00061.jpg,1
C:/image forgery/real\Au_nat_00062.jpg,1
C:/image forgery/real\Au_nat_00063.jpg,1
C:/image forgery/real\Au_nat_00064.jpg,1
C:/image forgery/real\Au_nat_00065.jpg,1
C:/image forgery/real\Au_nat_00066.jpg,1
C:/image forgery/real\Au_nat_00067.jpg,1
C:/image forgery/real\Au_nat_00068.jpg,1
C:/image forgery/real\Au_nat_00069.jpg,1
C:/image forgery/real\Au_nat_00070.jpg,1
C:/image forgery/real\Au_nat_00071.jpg,1
C:/image forgery/real\Au_nat_00072.jpg,1
C:/image forgery/real\Au_nat_00073.jpg,1
C:/image forgery/real\Au_nat_00074.jpg,1
C:/image forgery/real\Au_nat_00075.jpg,1
C:/image forgery/real\Au_nat_00076.jpg,1
C:/image forgery/real\Au_nat_00077.jpg,1
C:/image forgery/real\Au_nat_00078.jpg,1
C:/image forgery/real\Au_nat_00079.jpg,1
C:/image forgery/real\Au_nat_00080.jpg,1
C:/image forgery/real\Au_nat_00081.jpg,1
C:/image forgery/real\Au_nat_00082.jpg,1
C:/image forgery/real\Au_nat_00083.jpg,1
C:/image forgery/real\Au_nat_00084.jpg,1
C:/image forgery/real\Au_nat_00085.jpg,1
C:/image forgery/real\Au_nat_00086.jpg,1
C:/image forgery/real\Au_nat_00087.jpg,1
C:/image forgery/real\Au_nat_00088.jpg,1
C:/image forgery/real\Au_nat_00089.jpg,1
C:/image forgery/real\Au_nat_00090.jpg,1
C:/image forgery/real\Au_nat_00091.jpg,1
C:/image forgery/real\Au_nat_00092.jpg,1
C:/image forgery/real\Au_nat_00093.jpg,1
C:/image forgery/real\Au_nat_00094.jpg,1
C:/image forgery/real\Au_nat_00095.jpg,1
C:/image forgery/real\Au_nat_00096.jpg,1
C:/image forgery/real\Au_nat_00097.jpg,1
C:/image forgery/real\Au_nat_00098.jpg,1
C:/image forgery/real\Au_nat_00099.jpg,1
C:/image forgery/real\Au_nat_00100.jpg,1
C:/image forgery/real\Au_nat_10001.jpg,1
C:/image forgery/real\Au_nat_10002.jpg,1
C:/image forgery/real\Au_nat_10003.jpg,1
C:/image forgery/real\Au_nat_10101.jpg,1
C:/image forgery/real\Au_nat_10102.jpg,1
C:/image forgery/real\Au_nat_10103.jpg,1
C:/image forgery/real\Au_nat_10104.jpg,1
C:/image forgery/real\Au_nat_10105.jpg,1
C:/image forgery/real\Au_nat_10106.jpg,1
C:/image forgery/real\Au_nat_10107.jpg,1
C:/image forgery/real\Au_nat_10108.jpg,1
C:/image forgery/real\Au_nat_10109.jpg,1
C:/image forgery/real\Au_nat_10110.jpg,1
C:/image forgery/real\Au_nat_10111.jpg,1
C:/image forgery/real\Au_nat_10112.jpg,1
C:/image forgery/real\Au_nat_10113.jpg,1
C:/image forgery/real\Au_nat_10114.jpg,1
C:/image forgery/real\Au_nat_10115.jpg,1
C:/image forgery/real\Au_nat_10116.jpg,1
C:/image forgery/real\Au_nat_10117.jpg,1
C:/image forgery/real\Au_nat_10118.jpg,1
C:/image forgery/real\Au_nat_10119.jpg,1
C:/image forgery/real\Au_nat_10120.jpg,1
C:/image forgery/real\Au_nat_10121.jpg,1
C:/image forgery/real\Au_nat_10122.jpg,1
C:/image forgery/real\Au_nat_10123.jpg,1
C:/image forgery/real\Au_nat_10124.jpg,1
C:/image forgery/real\Au_nat_10125.jpg,1
C:/image forgery/real\Au_nat_10126.jpg,1
C:/image forgery/real\Au_nat_10127.jpg,1
C:/image forgery/real\Au_nat_10128.jpg,1
C:/image forgery/real\Au_nat_10129.jpg,1
C:/image forgery/real\Au_nat_10130.jpg,1
C:/image forgery/real\Au_nat_10131.bmp,1
C:/image forgery/real\Au_nat_10132.bmp,1
C:/image forgery/real\Au_nat_10133.bmp,1
C:/image forgery/real\Au_nat_10134.bmp,1
C:/image forgery/real\Au_nat_10135.bmp,1
C:/image forgery/real\Au_nat_10136.bmp,1
C:/image forgery/real\Au_nat_10137.bmp,1
C:/image forgery/real\Au_nat_10138.bmp,1
C:/image forgery/real\Au_nat_10139.bmp,1
C:/image forgery/real\Au_nat_10140.bmp,1
C:/image forgery/real\Au_nat_10141.bmp,1
C:/image forgery/real\Au_nat_10142.bmp,1
C:/image forgery/real\Au_nat_10143.bmp,1
C:/image forgery/real\Au_nat_10144.bmp,1
C:/image forgery/real\Au_nat_10145.bmp,1
C:/image forgery/real\Au_nat_10146.bmp,1
C:/image forgery/real\Au_nat_10147.bmp,1
C:/image forgery/real\Au_nat_10148.bmp,1
C:/image forgery/real\Au_nat_10149.bmp,1
C:/image forgery/real\Au_nat_10150.bmp,1
C:/image forgery/real\Au_nat_10151.bmp,1
C:/image forgery/real\Au_nat_10152.bmp,1
C:/image forgery/real\Au_nat_10153.bmp,1
C:/image forgery/real\Au_nat_10154.bmp,1
C:/image forgery/real\Au_nat_10155.bmp,1
C:/image forgery/real\Au_nat_10156.bmp,1
C:/image forgery/real\Au_nat_10157.bmp,1
C:/image forgery/real\Au_nat_10158.bmp,1
C:/image forgery/real\Au_nat_10159.bmp,1
C:/image forgery/real\Au_nat_10160.bmp,1
C:/image forgery/real\Au_nat_10161.bmp,1
C:/image forgery/real\Au_nat_10162.bmp,1
C:/image forgery/real\Au_nat_10163.bmp,1
C:/image forgery/real\Au_nat_10164.bmp,1
C:/image forgery/real\Au_nat_10165.bmp,1
C:/image forgery/real\Au_nat_10166.bmp,1
C:/image forgery/real\Au_nat_10167.bmp,1
C:/image forgery/real\Au_nat_10168.bmp,1
C:/image forgery/real\Au_nat_10169.bmp,1
C:/image forgery/real\Au_nat_20001.jpg,1
C:/image forgery/real\Au_nat_20002.jpg,1
C:/image forgery/real\Au_nat_20003.jpg,1
C:/image forgery/real\Au_nat_20004.jpg,1
C:/image forgery/real\Au_nat_20005.jpg,1
C:/image forgery/real\Au_nat_20006.jpg,1
C:/image forgery/real\Au_nat_20007.jpg,1
C:/image forgery/real\Au_nat_20008.jpg,1
C:/image forgery/real\Au_nat_20009.jpg,1
C:/image forgery/real\Au_nat_20010.jpg,1
C:/image forgery/real\Au_nat_20011.jpg,1
C:/image forgery/real\Au_nat_20012.jpg,1
C:/image forgery/real\Au_nat_20013.jpg,1
C:/image forgery/real\Au_nat_20014.jpg,1
C:/image forgery/real\Au_nat_20015.jpg,1
C:/image forgery/real\Au_nat_20016.jpg,1
C:/image forgery/real\Au_nat_20017.jpg,1
C:/image forgery/real\Au_nat_20018.jpg,1
C:/image forgery/real\Au_nat_20019.jpg,1
C:/image forgery/real\Au_nat_20020.jpg,1
C:/image forgery/real\Au_nat_20021.jpg,1
C:/image forgery/real\Au_nat_20022.jpg,1
C:/image forgery/real\Au_nat_20023.jpg,1
C:/image forgery/real\Au_nat_20024.jpg,1
C:/image forgery/real\Au_nat_20025.jpg,1
C:/image forgery/real\Au_nat_20026.jpg,1
C:/image forgery/real\Au_nat_20027.jpg,1
C:/image forgery/real\Au_nat_20028.jpg,1
C:/image forgery/real\Au_nat_20029.jpg,1
C:/image forgery/real\Au_nat_20030.jpg,1
C:/image forgery/real\Au_nat_20031.jpg,1
C:/image forgery/real\Au_nat_20032.jpg,1
C:/image forgery/real\Au_nat_20033.jpg,1
C:/image forgery/real\Au_nat_20034.jpg,1
C:/image forgery/real\Au_nat_20035.jpg,1
C:/image forgery/real\Au_nat_20036.jpg,1
C:/image forgery/real\Au_nat_20037.jpg,1
C:/image forgery/real\Au_nat_20038.jpg,1
C:/image forgery/real\Au_nat_20039.jpg,1
C:/image forgery/real\Au_nat_20040.jpg,1
C:/image forgery/Train\5723.jpg,0
C:/image forgery/Train\5724.jpg,0
C:/image forgery/Train\5725.jpg,0
C:/image forgery/Train\5726.jpg,0
C:/image forgery/Train\5727.jpg,0
C:/image forgery/Train\5728.jpg,0
C:/image forgery/Train\5729.jpg,0
C:/image forgery/Train\573.jpg,0
C:/image forgery/Train\5730.jpg,0
C:/image forgery/Train\5731.jpg,0
C:/image forgery/Train\5732.jpg,0
C:/image forgery/Train\5733.jpg,0
C:/image forgery/Train\5734.jpg,0
C:/image forgery/Train\5735.jpg,0
C:/image forgery/Train\5736.jpg,0
C:/image forgery/Train\5737.jpg,0
C:/image forgery/Train\5738.jpg,0
C:/image forgery/Train\5739.jpg,0
C:/image forgery/Train\574.jpg,0
C:/image forgery/Train\5740.jpg,0
C:/image forgery/Train\5741.jpg,0
C:/image forgery/Train\5742.jpg,0
C:/image forgery/Train\5743.jpg,0
C:/image forgery/Train\5744.jpg,0
C:/image forgery/Train\5745.jpg,0
C:/image forgery/Train\5746.jpg,0
C:/image forgery/Train\5747.jpg,0
C:/image forgery/Train\5748.jpg,0
C:/image forgery/Train\5749.jpg,0
C:/image forgery/Train\575.jpg,0
C:/image forgery/Train\5750.jpg,0
C:/image forgery/Train\5751.jpg,0
C:/image forgery/Train\5752.jpg,0
C:/image forgery/Train\5753.jpg,0
C:/image forgery/Train\5754.jpg,0
C:/image forgery/Train\5755.jpg,0
C:/image forgery/Train\5756.jpg,0
C:/image forgery/Train\5757.jpg,0
C:/image forgery/Train\5758.jpg,0
C:/image forgery/Train\5759.jpg,0
C:/image forgery/Train\576.jpg,0
C:/image forgery/Train\5760.jpg,0
C:/image forgery/Train\5761.jpg,0
C:/image forgery/Train\5762.jpg,0
C:/image forgery/Train\5763.jpg,0
C:/image forgery/Train\5764.jpg,0
C:/image forgery/Train\5765.jpg,0
C:/image forgery/Train\5766.jpg,0
C:/image forgery/Train\5767.jpg,0
C:/image forgery/Train\5768.jpg,0
C:/image forgery/Train\5769.jpg,0
C:/image forgery/Train\577.jpg,0
C:/image forgery/Train\5770.jpg,0
C:/image forgery/Train\5771.jpg,0
C:/image forgery/Train\5772.jpg,0
C:/image forgery/Train\5773.jpg,0
C:/image forgery/Train\5774.jpg,0
C:/image forgery/Train\5775.jpg,0
C:/image forgery/Train\5776.jpg,0
C:/image forgery/Train\5777.jpg,0
C:/image forgery/Train\5778.jpg,0
C:/image forgery/Train\5779.jpg,0
C:/image forgery/Train\578.jpg,0
C:/image forgery/Train\5780.jpg,0
C:/image forgery/Train\5781.jpg,0
C:/image forgery/Train\5782.jpg,0
C:/image forgery/Train\5783.jpg,0
C:/image forgery/Train\5784.jpg,0
C:/image forgery/Train\5785.jpg,0
C:/image forgery/Train\5786.jpg,0
C:/image forgery/Train\5787.jpg,0
C:/image forgery/Train\5788.jpg,0
C:/image forgery/Train\5789.jpg,0
C:/image forgery/Train\579.jpg,0
C:/image forgery/Train\5790.jpg,0
C:/image forgery/Train\5791.jpg,0
C:/image forgery/Train\5792.jpg,0
C:/image forgery/Train\5793.jpg,0
C:/image forgery/Train\5794.jpg,0
C:/image forgery/Train\5795.jpg,0
C:/image forgery/Train\5796.jpg,0
C:/image forgery/Train\5797.jpg,0
C:/image forgery/Train\5798.jpg,0
C:/image forgery/Train\5799.jpg,0
C:/image forgery/Train\58.jpg,0
C:/image forgery/Train\580.jpg,0
C:/image forgery/Train\5800.jpg,0
C:/image forgery/Train\5801.jpg,0
C:/image forgery/Train\5802.jpg,0
C:/image forgery/Train\5803.jpg,0
C:/image forgery/Train\5804.jpg,0
C:/image forgery/Train\5805.jpg,0
C:/image forgery/Train\5806.jpg,0
C:/image forgery/Train\5807.jpg,0
C:/image forgery/Train\5808.jpg,0
C:/image forgery/Train\5809.jpg,0
C:/image forgery/Train\581.jpg,0
C:/image forgery/Train\5810.jpg,0
C:/image forgery/Train\5811.jpg,0
C:/image forgery/Train\5812.jpg,0
C:/image forgery/Train\5813.jpg,0
C:/image forgery/Train\5814.jpg,0
C:/image forgery/Train\5815.jpg,0
C:/image forgery/Train\5816.jpg,0
C:/image forgery/Train\5817.jpg,0
C:/image forgery/Train\5818.jpg,0
C:/image forgery/Train\5819.jpg,0
C:/image forgery/Train\582.jpg,0
C:/image forgery/Train\5820.jpg,0
C:/image forgery/Train\5821.jpg,0
C:/image forgery/Train\5822.jpg,0
C:/image forgery/Train\5823.jpg,0
C:/image forgery/Train\5824.jpg,0
C:/image forgery/Train\5825.jpg,0
C:/image forgery/Train\5826.jpg,0
C:/image forgery/Train\5827.jpg,0
C:/image forgery/Train\5828.jpg,0
C:/image forgery/Train\5829.jpg,0
C:/image forgery/Train\583.jpg,0
C:/image forgery/Train\5830.jpg,0
C:/image forgery/Train\5831.jpg,0
C:/image forgery/Train\5832.jpg,0
C:/image forgery/Train\5833.jpg,0
C:/image forgery/Train\5834.jpg,0
C:/image forgery/Train\5835.jpg,0
C:/image forgery/Train\5836.jpg,0
C:/image forgery/Train\5837.jpg,0
C:/image forgery/Train\5838.jpg,0
C:/image forgery/Train\5839.jpg,0
C:/image forgery/Train\584.jpg,0
C:/image forgery/Train\5840.jpg,0
C:/image forgery/Train\5841.jpg,0
C:/image forgery/Train\5842.jpg,0
C:/image forgery/Train\5843.jpg,0
C:/image forgery/Train\5844.jpg,0
C:/image forgery/Train\5845.jpg,0
C:/image forgery/Train\5846.jpg,0
C:/image forgery/Train\5847.jpg,0
C:/image forgery/Train\5848.jpg,0
C:/image forgery/Train\5849.jpg,0
C:/image forgery/Train\585.jpg,0
C:/image forgery/Train\5850.jpg,0
C:/image forgery/Train\5851.jpg,0
C:/image forgery/Train\5852.jpg,0
C:/image forgery/Train\5853.jpg,0
C:/image forgery/Train\5854.jpg,0
C:/image forgery/Train\5855.jpg,0
C:/image forgery/Train\5856.jpg,0
C:/image forgery/Train\5857.jpg,0
C:/image forgery/Train\5858.jpg,0
C:/image forgery/Train\5859.jpg,0
C:/image forgery/Train\586.jpg,0
C:/image forgery/Train\5860.jpg,0
C:/image forgery/Train\5861.jpg,0
C:/image forgery/Train\5862.jpg,0
C:/image forgery/Train\5863.jpg,0
C:/image forgery/Train\5864.jpg,0
C:/image forgery/Train\587.jpg,0
C:/image forgery/Train\588.jpg,0
C:/image forgery/Train\589.jpg,0
C:/image forgery/Train\59.jpg,0
C:/image forgery/Train\590.jpg,0
C:/image forgery/Train\591.jpg,0
C:/image forgery/Train\592.jpg,0
C:/image forgery/Train\593.jpg,0
C:/image forgery/Train\594.jpg,0
C:/image forgery/Train\595.jpg,0
C:/image forgery/Train\596.jpg,0
C:/image forgery/Train\597.jpg,0
C:/image forgery/Train\598.jpg,0
C:/image forgery/Train\599.jpg,0
C:/image forgery/Train\6.jpg,0
C:/image forgery/Train\60.jpg,0
C:/image forgery/Train\600.jpg,0
C:/image forgery/Train\601.jpg,0
C:/image forgery/Train\602.jpg,0
C:/image forgery/Train\603.jpg,0
C:/image forgery/Train\604.jpg,0
C:/image forgery/Train\605.jpg,0
C:/image forgery/Train\606.jpg,0
C:/image forgery/Train\607.jpg,0
C:/image forgery/Train\608.jpg,0
C:/image forgery/Train\609.jpg,0
C:/image forgery/Train\61.jpg,0
C:/image forgery/Train\610.jpg,0
C:/image forgery/Train\611.jpg,0
C:/image forgery/Train\612.jpg,0
C:/image forgery/Train\613.jpg,0
C:/image forgery/Train\614.jpg,0
C:/image forgery/Train\615.jpg,0
C:/image forgery/Train\616.jpg,0
C:/image forgery/Train\617.jpg,0
C:/image forgery/Train\6177.jpg,0
C:/image forgery/Train\6178.jpg,0
C:/image forgery/Train\6179.jpg,0
C:/image forgery/Train\618.jpg,0
C:/image forgery/Train\6180.jpg,0
C:/image forgery/Train\6181.jpg,0
C:/image forgery/Train\6182.jpg,0
C:/image forgery/Train\6183.jpg,0
C:/image forgery/Train\6184.jpg,0
C:/image forgery/Train\6185.jpg,0
C:/image forgery/Train\6186.jpg,0
C:/image forgery/Train\6187.jpg,0
C:/image forgery/Train\6188.jpg,0
C:/image forgery/Train\6189.jpg,0
C:/image forgery/Train\619.jpg,0
C:/image forgery/Train\6190.jpg,0
C:/image forgery/Train\6191.jpg,0
C:/image forgery/Train\6192.jpg,0
C:/image forgery/Train\6193.jpg,0
C:/image forgery/Train\6194.jpg,0
C:/image forgery/Train\6195.jpg,0
C:/image forgery/Train\6196.jpg,0
C:/image forgery/Train\6197.jpg,0
C:/image forgery/Train\6198.jpg,0
C:/image forgery/Train\6199.jpg,0
C:/image forgery/Train\62.jpg,0
C:/image forgery/Train\620.jpg,0
C:/image forgery/Train\6200.jpg,0
C:/image forgery/Train\6201.jpg,0
C:/image forgery/Train\6202.jpg,0
C:/image forgery/Train\6203.jpg,0
C:/image forgery/Train\6204.jpg,0
C:/image forgery/Train\6205.jpg,0
C:/image forgery/Train\6206.jpg,0
C:/image forgery/Train\6207.jpg,0
C:/image forgery/Train\6208.jpg,0
C:/image forgery/Train\6209.jpg,0
C:/image forgery/Train\621.jpg,0
C:/image forgery/Train\6210.jpg,0
C:/image forgery/Train\6211.jpg,0
C:/image forgery/Train\6212.jpg,0
C:/image forgery/Train\6213.jpg,0
C:/image forgery/Train\6214.jpg,0
C:/image forgery/Train\6215.jpg,0
C:/image forgery/Train\6216.jpg,0
C:/image forgery/Train\6217.jpg,0
C:/image forgery/Train\6218.jpg,0
C:/image forgery/Train\6219.jpg,0
C:/image forgery/Train\622.jpg,0
C:/image forgery/Train\6220.jpg,0
C:/image forgery/Train\6221.jpg,0
C:/image forgery/Train\6222.jpg,0
C:/image forgery/Train\6223.jpg,0
C:/image forgery/Train\6224.jpg,0
C:/image forgery/Train\6225.jpg,0
C:/image forgery/Train\6226.jpg,0
C:/image forgery/Train\6227.jpg,0
C:/image forgery/Train\6228.jpg,0
C:/image forgery/Train\6229.jpg,0
C:/image forgery/Train\623.jpg,0
C:/image forgery/Train\6230.jpg,0
C:/image forgery/Train\6231.jpg,0
C:/image forgery/Train\6232.jpg,0
C:/image forgery/Train\6233.jpg,0
C:/image forgery/Train\6234.jpg,0
C:/image forgery/Train\6235.jpg,0
C:/image forgery/Train\6236.jpg,0
C:/image forgery/Train\6237.jpg,0
C:/image forgery/Train\6238.jpg,0
C:/image forgery/Train\6239.jpg,0
C:/image forgery/Train\624.jpg,0
C:/image forgery/Train\6240.jpg,0
C:/image forgery/Train\6241.jpg,0
C:/image forgery/Train\6242.jpg,0
C:/image forgery/Train\6243.jpg,0
C:/image forgery/Train\6244.jpg,0
C:/image forgery/Train\6245.jpg,0
C:/image forgery/Train\6246.jpg,0
C:/image forgery/Train\6247.jpg,0
C:/image forgery/Train\6248.jpg,0
C:/image forgery/Train\6249.jpg,0
C:/image forgery/Train\625.jpg,0
C:/image forgery/Train\6250.jpg,0
C:/image forgery/Train\6251.jpg,0
C:/image forgery/Train\6252.jpg,0
C:/image forgery/Train\6253.jpg,0
C:/image forgery/Train\6254.jpg,0
C:/image forgery/Train\6255.jpg,0
C:/image forgery/Train\6256.jpg,0
C:/image forgery/Train\6257.jpg,0
C:/image forgery/Train\6258.jpg,0
C:/image forgery/Train\6259.jpg,0
C:/image forgery/Train\626.jpg,0
C:/image forgery/Train\6260.jpg,0
C:/image forgery/Train\6261.jpg,0
C:/image forgery/Train\6262.jpg,0
C:/image forgery/Train\6263.jpg,0
C:/image forgery/Train\6264.jpg,0
C:/image forgery/Train\6265.jpg,0
C:/image forgery/Train\6266.jpg,0
C:/image forgery/Train\6267.jpg,0
C:/image forgery/Train\6268.jpg,0
C:/image forgery/Train\6269.jpg,0
C:/image forgery/Train\627.jpg,0
C:/image forgery/Train\6270.jpg,0
C:/image forgery/Train\6271.jpg,0
C:/image forgery/Train\6272.jpg,0
C:/image forgery/Train\6273.jpg,0
C:/image forgery/Train\6274.jpg,0
C:/image forgery/Train\6275.jpg,0
C:/image forgery/Train\6276.jpg,0
C:/image forgery/Train\6277.jpg,0
C:/image forgery/Train\6278.jpg,0
C:/image forgery/Train\6279.jpg,0
C:/image forgery/Train\628.jpg,0
C:/image forgery/Train\6280.jpg,0
C:/image forgery/Train\6281.jpg,0
C:/image forgery/Train\6282.jpg,0
C:/image forgery/Train\6283.jpg,0
C:/image forgery/Train\6284.jpg,0
C:/image forgery/Train\6285.jpg,0
C:/image forgery/Train\6286.jpg,0
C:/image forgery/Train\6287.jpg,0
C:/image forgery/Train\6288.jpg,0
C:/image forgery/Train\6289.jpg,0
C:/image forgery/Train\629.jpg,0
C:/image forgery/Train\6290.jpg,0
C:/image forgery/Train\6291.jpg,0
C:/image forgery/Train\6292.jpg,0
C:/image forgery/Train\6293.jpg,0
C:/image forgery/Train\6294.jpg,0
C:/image forgery/Train\6295.jpg,0
C:/image forgery/Train\6296.jpg,0
C:/image forgery/Train\6297.jpg,0
C:/image forgery/Train\6298.jpg,0
C:/image forgery/Train\6299.jpg,0
C:/image forgery/Train\63.jpg,0
C:/image forgery/Train\630.jpg,0
C:/image forgery/Train\6300.jpg,0
C:/image forgery/Train\6301.jpg,0
C:/image forgery/Train\6302.jpg,0
C:/image forgery/Train\6303.jpg,0
C:/image forgery/Train\6304.jpg,0
C:/image forgery/Train\6305.jpg,0
C:/image forgery/Train\6306.jpg,0
C:/image forgery/Train\6307.jpg,0
C:/image forgery/Train\6308.jpg,0
C:/image forgery/Train\6309.jpg,0
C:/image forgery/Train\631.jpg,0
C:/image forgery/Train\6310.jpg,0
C:/image forgery/Train\6311.jpg,0
C:/image forgery/Train\6312.jpg,0
C:/image forgery/Train\6313.jpg,0
C:/image forgery/Train\6314.jpg,0
C:/image forgery/Train\6315.jpg,0
C:/image forgery/Train\6316.jpg,0
C:/image forgery/Train\6317.jpg,0
C:/image forgery/Train\6318.jpg,0
C:/image forgery/Train\6319.jpg,0
C:/image forgery/Train\632.jpg,0
C:/image forgery/Train\6320.jpg,0
C:/image forgery/Train\6321.jpg,0
C:/image forgery/Train\6322.jpg,0
C:/image forgery/Train\6323.jpg,0
C:/image forgery/Train\6324.jpg,0
C:/image forgery/Train\6325.jpg,0
C:/image forgery/Train\6326.jpg,0
C:/image forgery/Train\6327.jpg,0
C:/image forgery/Train\6328.jpg,0
C:/image forgery/Train\6329.jpg,0
C:/image forgery/Train\633.jpg,0
C:/image forgery/Train\6330.jpg,0
C:/image forgery/Train\6331.jpg,0
C:/image forgery/Train\6332.jpg,0
C:/image forgery/Train\6333.jpg,0
C:/image forgery/Train\6334.jpg,0
C:/image forgery/Train\6335.jpg,0
C:/image forgery/Train\6336.jpg,0
C:/image forgery/Train\6337.jpg,0
C:/image forgery/Train\6338.jpg,0
C:/image forgery/Train\6339.jpg,0
C:/image forgery/Train\634.jpg,0
C:/image forgery/Train\6340.jpg,0
C:/image forgery/Train\6341.jpg,0
C:/image forgery/Train\6342.jpg,0
C:/image forgery/Train\6343.jpg,0
C:/image forgery/Train\6344.jpg,0
C:/image forgery/Train\6345.jpg,0
C:/image forgery/Train\6346.jpg,0
C:/image forgery/Train\6347.jpg,0
C:/image forgery/Train\6348.jpg,0
C:/image forgery/Train\6349.jpg,0
C:/image forgery/Train\635.jpg,0
C:/image forgery/Train\6350.jpg,0
C:/image forgery/Train\6351.jpg,0
C:/image forgery/Train\6352.jpg,0
C:/image forgery/Train\6353.jpg,0
C:/image forgery/Train\6354.jpg,0
C:/image forgery/Train\6355.jpg,0
C:/image forgery/Train\6356.jpg,0
C:/image forgery/Train\6357.jpg,0
C:/image forgery/Train\6358.jpg,0
C:/image forgery/Train\6359.jpg,0
C:/image forgery/Train\636.jpg,0
C:/image forgery/Train\6360.jpg,0
C:/image forgery/Train\6361.jpg,0
C:/image forgery/Train\6362.jpg,0
C:/image forgery/Train\6363.jpg,0
C:/image forgery/Train\6364.jpg,0
C:/image forgery/Train\6365.jpg,0
C:/image forgery/Train\6366.jpg,0
C:/image forgery/Train\6367.jpg,0
C:/image forgery/Train\6368.jpg,0
C:/image forgery/Train\6369.jpg,0
C:/image forgery/Train\637.jpg,0
C:/image forgery/Train\6370.jpg,0
C:/image forgery/Train\6371.jpg,0
C:/image forgery/Train\6372.jpg,0
C:/image forgery/Train\6373.jpg,0
C:/image forgery/Train\6374.jpg,0
C:/image forgery/Train\6375.jpg,0
C:/image forgery/Train\6376.jpg,0
C:/image forgery/Train\6377.jpg,0
C:/image forgery/Train\6378.jpg,0
C:/image forgery/Train\6379.jpg,0
C:/image forgery/Train\638.jpg,0
C:/image forgery/Train\6380.jpg,0
C:/image forgery/Train\6381.jpg,0
C:/image forgery/Train\6382.jpg,0
C:/image forgery/Train\6383.jpg,0
C:/image forgery/Train\6384.jpg,0
